13.0 0.0 82.5 108.3 0.0 70.3 108.3 0.0 70.3 120.5 0.0 82.5 120.5
4 40.2 0.0 41.2 28.0 0.0 41.2 28.0 0.0 29.0 40.2 0.0 29.0
15 229.0 8.4 11.2 229.0 20.6 11.2 229.0 20.6 23.4 229 8.4 23.4
6 201.2 0.0 134.4 189.0 0.0 134.4 189.0 0.0 122.2 201.2 0.0 122.2
